strategy,bet_no,date_time,match_id,odds_type,side,odds,won,bankroll_before,full_kelly_fraction,bet_fraction,raw_stake_before_cap,stake,fee,net_pnl,bankroll_after,drawdown,hit_bet_cap
kelly_25,1,2024-12-14 15:15:00,12412025,HC,home,2.0,0.0,100.0,0.17771874546908828,0.04442968636727207,4.4429686367272065,4.4429686367272065,0.13328905910181618,-4.576257695829023,95.42374230417097,-0.04576257695829028,False
kelly_25,2,2024-12-14 16:00:00,12425775,OU,over,2.0,1.0,95.42374230417097,0.07660687649366049,0.019151719123415123,1.8275287103146278,1.8275287103146278,0.1,1.7275287103146277,97.1512710144856,-0.028487289855143986,False
kelly_25,3,2024-12-14 16:00:00,12425775,1X2,away,2.5,1.0,95.42374230417097,0.02103231786901712,0.00525807946725428,0.5017456200981251,0.5017456200981251,0.1,0.6526184301471877,97.80388944463279,-0.021961105553672127,False
kelly_25,4,2024-12-14 17:00:00,12623740,OU,under,2.009,0.0,97.80388944463279,0.04199518101169571,0.010498795252923928,1.0268230102188074,1.0268230102188074,0.1,-1.1268230102188075,96.67706643441397,-0.03322933565586027,False
kelly_25,5,2024-12-14 17:30:00,12406214,HC,away,1.94,0.0,96.67706643441397,0.1090790698363028,0.0272697674590757,2.636361120292082,2.636361120292082,0.1,-2.736361120292082,93.94070531412189,-0.060592946858781145,False
kelly_25,6,2024-12-14 20:00:00,12623129,HC,away,1.94,1.0,93.94070531412189,0.3377390445349032,0.0844347611337258,7.9318610139316075,7.9318610139316075,0.2379558304179482,7.217993522677762,101.15869883679964,0.0,False
kelly_25,7,2024-12-14 20:00:00,12412010,OU,under,1.96,1.0,93.94070531412189,0.056103953474504156,0.014025988368626039,1.3176112400764,1.3176112400764,0.1,1.164906790473344,102.323605627273,0.0,False
kelly_25,8,2024-12-14 20:00:00,12412010,1X2,draw,8.5,0.0,93.94070531412189,0.004285888081305996,0.001071472020326499,0.10065483731381845,0.10065483731381845,0.1,-0.20065483731381845,102.12295078995918,-0.0019609828649386285,False
kelly_25,9,2024-12-15 11:30:00,12623894,1X2,home,1.84,0.0,102.12295078995918,0.036299161399244446,0.009074790349811112,0.9267443683229566,0.9267443683229566,0.1,-1.0267443683229567,101.09620642163623,-0.01199526930381766,False
kelly_25,10,2024-12-15 14:00:00,12623946,1X2,draw,8.4,0.0,101.09620642163623,0.004261848227735766,0.0010654620569339416,0.10771417204221488,0.10771417204221488,0.1,-0.20771417204221487,100.88849224959401,-0.01402524245389255,False
kelly_25,11,2024-12-15 14:00:00,12623946,HC,home,1.97,1.0,101.09620642163623,0.2819309699199643,0.07048274247999108,7.125537882920206,7.125537882920206,0.21376613648760617,6.698005609944993,107.58649785953901,0.0,False
kelly_25,12,2024-12-15 14:00:00,12450183,HC,home,1.91,0.0,101.09620642163623,0.14065070593288753,0.03516267648322188,3.5548132000850132,3.5548132000850132,0.10664439600255039,-3.6614575960875637,103.92504026345144,-0.03403268689782837,False
kelly_25,13,2024-12-15 14:00:00,12623765,OU,under,2.04,1.0,101.09620642163623,0.038768205775661604,0.009692051443915401,0.9798296334231889,0.9798296334231889,0.1,0.9190228187601165,104.84406308221156,-0.02549051072289637,False
kelly_25,14,2024-12-15 14:00:00,12623137,OU,under,1.9,0.0,101.09620642163623,0.042566860892186364,0.010641715223046591,1.0758370388693868,1.0758370388693868,0.1,-1.1758370388693868,103.66822604334217,-0.036419735693157214,False
kelly_25,15,2024-12-15 15:00:00,12449939,OU,over,2.0,1.0,103.66822604334217,0.06818154033472967,0.01704538508368242,1.767064833851002,1.767064833851002,0.1,1.667064833851002,105.33529087719317,-0.020924623694740282,False
kelly_25,16,2024-12-15 15:00:00,12449939,HC,home,1.83,1.0,103.66822604334217,0.0456258266056823,0.011406456651420574,1.1824871264930519,1.1824871264930519,0.1,0.8814643149892332,106.2167551921824,-0.012731548053036265,False
kelly_25,17,2024-12-15 15:15:00,12412029,HC,away,1.8,1.0,106.2167551921824,0.03547696916564674,0.008869242291411686,0.9420621372070259,0.9420621372070259,0.1,0.6536497097656208,106.87040490194802,-0.006655974233178334,False
kelly_25,18,2024-12-15 16:00:00,12425779,HC,home,1.98,1.0,106.87040490194802,0.779133882449458,0.1947834706123645,20.81658837255009,20.81658837255009,0.6244976511765027,19.775758953922587,126.64616385587061,0.0,False
kelly_25,19,2024-12-15 16:30:00,12623513,HC,home,1.85,0.0,126.64616385587061,0.8577249962884321,0.21443124907210803,27.156895105805198,27.156895105805198,0.8147068531741559,-27.971601958979353,98.67456189689126,-0.22086418654427126,False
kelly_25,20,2024-12-15 17:30:00,12412020,HC,home,1.92,1.0,98.67456189689126,0.8555791283491131,0.21389478208727827,21.10597391449321,21.10597391449321,0.6331792174347962,18.78431678389895,117.4588786807902,-0.07254294086266974,False
